s_B,alpha_BW,beta1_BN,beta2_BkuadratH,rho2_BT,rBW,v1_WN,v2_WH,thetaN,lambda_beta1_BN,sigma_NW,phi_N,phi0_p,phi1_EP,gamma_N,pi_beta2_BkuadratH,phi2_P,gamma1_H,rho,rho1_T,omega_P,omega1_E
0.052058449429580246,0.15795029058275362,0.15731006840498793,0.0938971420705636,0.16386272751808298,0.334024558780737,0.053931213984109896,0.12602278598896866,0.2969682397924669,0.10902949425148077,0.07212094418196022,0.26316662499812354,0.0926181302235973,0.05801148463846752,0.14116824200735364,0.13129857387160934,0.13800790875614583,0.13040497062572962,0.3480908159104015,0.08056042154902149,0.10672272003665653,0.06407115280487584
0.1469909852161994,0.13224425745080087,0.178784279653904,0.0578456381342266,0.29001239341016094,0.2754729108871857,0.12994103989090428,0.10956387406078442,0.2677796172891868,0.07680636408228762,0.1487668007996647,0.14488811436733212,0.09513870243296754,0.13948166560605274,0.12238392387954558,0.12181230762264944,0.11508773690471942,0.11226992542213364,0.3793117986665208,0.13766507618282003,0.11253064069107091,0.070201566840249
0.13324426408004217,0.2859395304685146,0.17279418892539009,0.05253507434154575,0.2901214293875112,0.429818545006204,0.11279003894909077,0.09715761885501584,0.12493253624065337,0.1124148907849134,0.1444059339686613,0.1447635229645246,0.06636238211916692,0.10475923761537362,0.15394992230339793,0.14555236959549345,0.10329577865513354,0.2561523172136879,0.2295139284975012,0.14963343376272473,0.28128749066888215,0.06842248392380261
0.07123391106782762,0.2616240759128834,0.10864039641908396,0.1462648414677925,0.21468757762465723,0.40981916685012254,0.05817590319488719,0.09118409141472686,0.2841683765234745,0.09094116521912404,0.05394268113685059,0.20739488457868271,0.12948095487499295,0.13172977699624938,0.11141737121786298,0.05182325826763617,0.08243337531153756,0.19196008475386403,0.15628348830927383,0.08683095305068483,0.12784907422351904,0.13939897100078702
0.06818249672071006,0.22668075130208468,0.1818268832021304,0.13359801205122057,0.22636744243395984,0.16356560103185683,0.1373578624106777,0.08488682665429953,0.27397927241242565,0.10520471808519802,0.12055751725156884,0.21858798696834064,0.11936822257814886,0.09523182845183001,0.20623390560020638,0.06957779856835461,0.0833001913058198,0.11163275910109516,0.1746515002429282,0.09486106309545425,0.20648413645504343,0.11542925523249618
0.06834045098534339,0.2742921180375435,0.11058736312452001,0.1195974206093698,0.18968910439566394,0.1579100923491756,0.1420872400531813,0.14295291442478258,0.20376761142521443,0.09361265291353166,0.14252483174156658,0.21601724156756225,0.07207696127887604,0.1143577695196525,0.2873211384589923,0.05075628749781422,0.11694869551981901,0.2989732634339534,0.4403580104535092,0.1222070938202737,0.1822191205201413,0.06521042832222729
0.08042422429595378,0.2607344153798229,0.12380995472389017,0.090895294441427,0.1586421543396129,0.2629390100634149,0.056107795985486375,0.13306194077877292,0.21825508714898584,0.07944657595419177,0.06805753451273336,0.11829736747955098,0.05823810456158427,0.10264026609361132,0.10786870813370193,0.1147474714154603,0.14941393612211673,0.11155611219927333,0.23863343324322608,0.13861957804650743,0.16946866525176854,0.0940323418368349
0.10247564316322377,0.13731401177720717,0.18697371076770364,0.06732943200708458,0.1657329090739832,0.39316599923454987,0.07768776481472037,0.14650269106665126,0.17980054077402605,0.14484533069621566,0.10679452305526294,0.27549217252607605,0.1180499302074713,0.12315895217553319,0.12442198280200537,0.13980305489499867,0.11618391898493786,0.23900704577171064,0.3807669443514401,0.1093044334186784,0.2799666691374545,0.11152980250698019
0.09319450186421158,0.27851179969799555,0.1724449348570822,0.06564370426710861,0.23450369121540768,0.4461828387944834,0.1306201279793061,0.06242972234855448,0.11095232776440628,0.12636057941597606,0.14154882975880417,0.1531200085177412,0.11545112142811352,0.05816299820305896,0.19043980565668706,0.07434822965762992,0.10577834173700248,0.2967357850526827,0.33739907065627917,0.08915256981778294,0.10436467935509791,0.05834640849893833
0.07912291401980419,0.20786844838313012,0.2023835115741267,0.07502428981645953,0.25047490588753596,0.19512506733105844,0.12482596903836583,0.12308674752036443,0.1670394483291802,0.06401131757664526,0.05339459785857989,0.12590298425656082,0.07732595269982093,0.05603520839905638,0.28677500350558094,0.14270345447963068,0.12306505102392461,0.14783602084318512,0.2645818918958688,0.09126218408486238,0.2327579372351178,0.13824163684073387
0.11118528947223794,0.2614880310328125,0.1736419338450515,0.10492266647061205,0.2583158087451697,0.32823921460564054,0.06845210193563774,0.14383404568210378,0.2605706897196023,0.1368467975897913,0.119742026724684,0.27774961597379544,0.145086356225041,0.07471032340101465,0.1632312209953501,0.05602673902895609,0.09652056122837181,0.12844987373743924,0.21170617865866653,0.11956181464968069,0.29267888684271004,0.1303603535441535
0.06394938606520419,0.2792182599846986,0.16024629050032074,0.12145959227000623,0.25792362855891077,0.2642672569893065,0.07093493233367103,0.06812330661656602,0.10092640460092057,0.09874311982495136,0.07973490073725507,0.29113029964595066,0.06510578917809003,0.06595446801131884,0.20144696173767848,0.14344360268055142,0.056014234260078524,0.12427698788448578,0.18641592544782193,0.05032182636042787,0.21203363669236838,0.10052067735766382
0.07921446485352182,0.16360069499437277,0.08905121517421387,0.11601973767177312,0.11824122060973807,0.440974319344381,0.0870472102791382,0.056649626736677755,0.16669983433822883,0.13945522268940913,0.14243961953765305,0.2724255234530901,0.09323348010426019,0.13717835665922018,0.10831457181007842,0.08516226872396344,0.10622968158779098,0.16065502951351912,0.33450389041166,0.11195893374598406,0.2873644924066183,0.14671266152591705
0.08663618432936918,0.12201038490553535,0.13015737045891504,0.07799338969459428,0.1988840609405163,0.4026356769407127,0.09845229851910213,0.12411206492900591,0.17963373871818866,0.12998552559473153,0.14710582451653675,0.2619032149449756,0.14436159201675988,0.07192139873580443,0.12966864019241778,0.06014208284492165,0.145762528450538,0.12020916220212935,0.3823901341913364,0.08554930104413574,0.11045157585720476,0.09177609792750996
0.09560699842170359,0.14558703250838834,0.11478035515225882,0.1454865280663194,0.11151175200332886,0.4014986114133414,0.1118254771530296,0.10744731131799118,0.20747912058758455,0.09252135044692333,0.14442664891134338,0.23104839612780434,0.09197273169261222,0.14758652558191312,0.2973260245917694,0.09858717591863256,0.06753029423576597,0.2384322683388264,0.3431712760623392,0.12941973312770844,0.18375866381483227,0.1484110319036498
0.12851759613930136,0.18542155772525126,0.11159844650686254,0.12378969166957685,0.20990577646474712,0.2906079479384911,0.08689136395697725,0.1341828776758272,0.2839711232825521,0.05224693083201174,0.09742142166574638,0.21017147412182785,0.11385259476640855,0.08368957917711069,0.2930237392872091,0.0756776567720508,0.11900048908206658,0.11245835962601254,0.3090906399747475,0.059299063982313216,0.15203155819241024,0.1167919998803627
0.06996737821583597,0.2636029531844986,0.22095158321286684,0.10543540525114006,0.1883061002746754,0.27444585070129957,0.0962534716133148,0.06397723766262894,0.16926919887319225,0.07686773593849461,0.13620426509893135,0.11739735198228203,0.08975943979627943,0.06821179156886993,0.10098799618688192,0.07848729019619229,0.07009336886590564,0.20188442562995795,0.16258536702949086,0.10882022669483904,0.24616419299614595,0.11346712732539414
0.10142344384136115,0.27214611665126864,0.13396465870001406,0.11117207462343523,0.27754083655165995,0.23202212157921187,0.12474709381337565,0.129526731185989,0.16939064037924553,0.10416342146608669,0.13445493985350704,0.18169064261413975,0.07742152023486701,0.1289698507142479,0.29036235708464775,0.08072899649262866,0.10358276844730813,0.29933937077059536,0.4405466332783152,0.09809728898861236,0.29625941809944933,0.0665954895295785
0.10924145688620424,0.10139042610623815,0.208806983276567,0.09196000624277899,0.17018300251041574,0.16691264899527813,0.053668320289059795,0.07016273200477445,0.24750024962194966,0.11334782198261473,0.08191004732432557,0.1745377034024628,0.14839776479598282,0.11587077755008761,0.22782398756310007,0.13030258978326634,0.059667644964671966,0.26279405390120375,0.3896142574963724,0.11423255259052274,0.15130601248884956,0.1381927758304644
0.054645041271999775,0.20214946051551314,0.16967079389958944,0.07477309895011575,0.12341340328552118,0.40941671287651604,0.07524369443440207,0.06636559428657045,0.19044358817796142,0.07578876854332023,0.13289154741506773,0.15195075675206524,0.0909334006315043,0.0998195716453139,0.2735836589040044,0.10391612766752545,0.09503709362581851,0.22304388764620217,0.23784661101028942,0.056485359448296836,0.2308349202948149,0.09274896879206151
0.11075448519014383,0.1834822006297558,0.1942216955312473,0.08559726786512616,0.12859833641056717,0.3938703027390233,0.12133495858845524,0.0664265797930993,0.1449209645879964,0.06393560740728241,0.053700763471549263,0.24468402273771697,0.13940992036791344,0.10553635509376312,0.1909479711267718,0.08113076991560036,0.12561633288952462,0.16125072415732233,0.4439910988076552,0.10799837874281312,0.13961952655194804,0.06622334057824794
0.06705241236872915,0.14442156209414606,0.15039556396577883,0.1257846110464369,0.25230212634349447,0.4499153019858392,0.13952068376871993,0.1314574720231382,0.1904879032265387,0.1334930236799299,0.10962698784820529,0.19917514701575417,0.07299546058910862,0.12192017782722638,0.20311920571585004,0.11103337833109184,0.08475715242389821,0.2247791672583277,0.33056447689089663,0.10614845879595236,0.21306605091432196,0.051260751997575904
0.05650515929852795,0.12397307346673657,0.16153558269395388,0.05143934886297559,0.22364361266325222,0.44899105112217164,0.1011677442115666,0.11651972206962001,0.12817140407595998,0.1484402180703552,0.07300088372877031,0.11620924318152959,0.07131047040250833,0.07284547413312988,0.19776931605138404,0.12161506742231935,0.1164911724487218,0.2054082927823303,0.324726797462174,0.10606600944161709,0.19278649733766723,0.10597556836383826
0.14488855372533332,0.1675230342807256,0.1488776540728296,0.061607264050691626,0.12022453522455806,0.31662951168078823,0.10321134852653156,0.10230654247691193,0.13527739730124466,0.10256901823026858,0.062056688577727885,0.14403664038996228,0.05311340828845114,0.14963339160567418,0.23337285150922085,0.07726240007335337,0.1295449960789729,0.1852166767780743,0.3744219538288597,0.11034876665964548,0.29440106592630744,0.10273996221226764
0.14656320330745592,0.2885819407825038,0.10428644816970667,0.05460026420217528,0.11682136122299949,0.3806962245541532,0.060717201133977605,0.08588304841235025,0.19967355454789593,0.06716792858483035,0.05769532016292092,0.23665175273191918,0.11516668253758851,0.1474793162146783,0.1279302509512626,0.09135491015253515,0.14271778194794527,0.1261420753480399,0.3935309364270413,0.11764679372263621,0.2217054545392933,0.12193536223691585
0.13083973481164612,0.16464058640415105,0.1833678172892258,0.05407288023189702,0.24019382629182398,0.4334297189647285,0.09474123668234546,0.13772005408131083,0.18378508990090958,0.07723073265193689,0.11962887758781397,0.11522617189806005,0.08685263437237611,0.11503256863469369,0.1059947179745356,0.06218860933369476,0.07346420818554536,0.27732084304809335,0.3469435821994508,0.13049889996807695,0.16990127441736375,0.13902580530178021
0.08046137691733707,0.20375812434867321,0.11711585436612837,0.13554605840110073,0.11455260127283871,0.4048942172032235,0.10326172664550232,0.08924451074226354,0.28296918021362,0.051839067654746676,0.08398749637680661,0.27024138280975374,0.1364358249839637,0.06995424509291451,0.16158598831823817,0.06811493495346803,0.08993159158093081,0.18995692976426448,0.18842872390986,0.07698207201282144,0.12281915697758668,0.057940658464302956
0.05976721140063839,0.24060379177903557,0.07864739496471808,0.12036578593800236,0.26437201185807124,0.2242044305229593,0.07424705036347297,0.1316599439471577,0.17247877982332663,0.1414298806560499,0.12247667715287615,0.19902930540279484,0.09732099066915571,0.11802282424312913,0.24093615254732934,0.11811178539649828,0.06524160133304174,0.13892450236415302,0.25148025179834954,0.1325049410180062,0.13024936574698692,0.12314964903403623
0.11842330265121569,0.1727259204758588,0.1718208443860752,0.09741738290873252,0.24124844543129922,0.2851632405930281,0.0769243230949381,0.09391349085702183,0.21611767005560867,0.06177510828901411,0.05653563407989424,0.1961173154653296,0.14681934279147218,0.05721984089791759,0.14037069042458966,0.06814383476956269,0.14924835021583752,0.17355187017545792,0.428425092097815,0.09982556822634536,0.145063385990247,0.06874119440975822
0.09401524937396014,0.2943564165441921,0.10156660191105735,0.05978341606510015,0.11626975612837996,0.1887478245454485,0.08772841631046227,0.08769444294249076,0.22645285758390607,0.10765164755142535,0.08152903378306103,0.21848155693190352,0.06855255157031212,0.05306525022058061,0.23468648666498346,0.10251633836670601,0.1427000967924295,0.1828259505057854,0.2173846835531556,0.05770582791343312,0.1501933322680596,0.1358177053157164
0.06220382348447789,0.29248945898842227,0.2160687876529372,0.09916158751168323,0.11696754281703839,0.4362153081776168,0.05200711977777264,0.09626797856696065,0.10261889131766673,0.0774055220687206,0.10394912923753372,0.2649361931850298,0.13686231679556107,0.07576828885112137,0.2939824092214541,0.12090462617224326,0.10399571302805596,0.26550757911337486,0.26165010715125403,0.05585509292439792,0.27012321156822755,0.1319063513861656
0.09951769101112701,0.15035645916507284,0.21808928655038812,0.09734717707805657,0.2973279157002351,0.33185239033526404,0.08220791655831783,0.08013778741641421,0.2327074744033421,0.10541780025157935,0.12907231648389633,0.1695618415804386,0.12765968527917415,0.09626229567393163,0.11878014315788368,0.060687692309474385,0.13420332943764213,0.24672287611228041,0.27962306488325883,0.08342383186960609,0.21224455765650496,0.10407937549855444
0.05343885211152184,0.1994497011784771,0.2122296585330673,0.06732018699100152,0.17485415915122407,0.21859284165103882,0.07114480069965447,0.12476093801762511,0.13560719337395027,0.11514203883518642,0.081875250293207,0.2356032305118127,0.12709218446440518,0.13682725054083805,0.23452042364502526,0.10673122196289035,0.10209579772720422,0.25386097872826796,0.2818214969083357,0.12848969771114677,0.20467818227487328,0.12102427986233115
0.1409320402078782,0.16017566196335392,0.13052380503831668,0.09338516492379731,0.1741284294133782,0.35151020532175703,0.08274973521779147,0.10027203900924792,0.292214063493891,0.13297418037072017,0.1125891376437009,0.2131463927991582,0.13447832281168876,0.1227169069766308,0.1887500438609142,0.07565627837013637,0.11235856880027598,0.10220625288572945,0.3338818747483577,0.12076809347409158,0.1229537743738435,0.08143501131837484
0.0758779981600017,0.1569680988754935,0.0773184924793301,0.08985047343973734,0.26255991345150054,0.33543847213736877,0.06197621318192512,0.07322126951468173,0.12973254555062258,0.07064212717606032,0.1385977748236187,0.15340565403388426,0.12610239909429988,0.1242706521199981,0.27362845087550103,0.14629268752375796,0.05891244321160166,0.1832307996359523,0.4329227513234123,0.12886149646724065,0.27202793866988695,0.09711678989328146
0.11625222843539819,0.10737738947090657,0.21424778438815884,0.11158500980522165,0.28944971547677173,0.25744881540985215,0.1390527280739895,0.13995745732745685,0.18292482474540475,0.05109958286584805,0.11158631881823045,0.2757259972710316,0.11262203216314154,0.09254933344480754,0.13542995788947718,0.09835456467199247,0.1255270420496808,0.19626883032706471,0.2222078135497515,0.10172690564416093,0.24456286064169674,0.13216368977104714
0.0811711076089411,0.22191286679597938,0.13922762224759716,0.11350936508676437,0.2972002127645742,0.1840672776598887,0.10935924535540487,0.08838912213732114,0.11706993361572877,0.06368856300688072,0.07329594747536337,0.2594852043213856,0.06312448776823876,0.0845934992546963,0.2385251904452329,0.1305992549775158,0.06277134836352348,0.10383845536461134,0.18645041289027542,0.09401989979554906,0.11353367238000033,0.09592651971732138
0.10200680211778107,0.2005358046457723,0.21999822285655046,0.054530400977204456,0.2506756370517883,0.35147195867783987,0.11791023191444895,0.10435528611139885,0.2993748503691894,0.1400018641848105,0.0524400781556538,0.2316903669316851,0.0532526179491252,0.08710387629846027,0.26762305792962204,0.10502265421562618,0.13260676302525282,0.15196264174900684,0.20924114695798118,0.06474525267062839,0.24156701944595374,0.08577982653254418
0.10467102793432796,0.11029575024999788,0.21954299656338794,0.08746126146264713,0.17525191710618315,0.30609231027113804,0.12891712386073384,0.14064721109645467,0.2004390020662485,0.1373890077562515,0.13700988739009298,0.27011634581884836,0.14208478478156866,0.14876495637360576,0.2889228438948046,0.05434125328548192,0.1282028087670386,0.252057964624427,0.41607747006278084,0.08281927536093116,0.2087076434685292,0.09942124472502999
0.0684854455525527,0.1557292928473223,0.20295141832010405,0.11258599157142364,0.11670014333973376,0.38169551752069186,0.09984421989290573,0.1124237995913992,0.21907700346400877,0.10974131021703082,0.052126941085038715,0.27345884019196043,0.11166503145207379,0.054010919141248254,0.23664960565792917,0.11331513755940223,0.12087446977429764,0.1274219411457998,0.34374324379656185,0.09340193661738752,0.11634506914935566,0.13282492524372183
0.14695846277645586,0.2816531771933307,0.11916733381043786,0.10031362585800876,0.25542938318548736,0.306049050333598,0.05869202880874237,0.06168980407083641,0.1134152954776855,0.11005168604336533,0.13747016726841993,0.24167259534300695,0.12965372909761763,0.13670314961224483,0.19943495280168544,0.1451403342206657,0.053616038052476216,0.20706202629051834,0.23577203677174804,0.058860042967961726,0.1916601283057313,0.08352080473708727
0.12751328233611145,0.14791237813339447,0.1327646592902888,0.13564898411883222,0.21168084994716102,0.4056544500955621,0.10371065418185477,0.1439832123613475,0.24999209407983555,0.11650366745462555,0.10289371340272119,0.2674026656727344,0.09815223515125501,0.10786754085723935,0.22356944804024276,0.11016118201463312,0.08031283559453287,0.1430403744034475,0.3947840816905852,0.07206119527112112,0.19693925742600937,0.06737615931357438
0.1439498941564189,0.12897897441824463,0.20267050072752857,0.1158693631618945,0.18484440184939527,0.3155720516323457,0.10868411180208791,0.11277080530714179,0.14198111861911716,0.06753712786234496,0.1439067698512896,0.23949429233385672,0.06173081889623945,0.09386154191895904,0.27378099689574364,0.13191888594267903,0.07631125699108429,0.10242415492877865,0.4084109989090309,0.10982252940637388,0.13315490803265514,0.12120140203307807
0.13948273504276487,0.1978905520555126,0.12253830077344166,0.06629344270814297,0.28127087701894715,0.3182813914606159,0.124543947418433,0.08349056146570862,0.27961085788814277,0.141441194592496,0.12987832357736653,0.23602815435206007,0.06251857922025504,0.12252576604151365,0.21412194932776593,0.13842064633484077,0.08601364074715191,0.1482402915199083,0.40395430160708345,0.12356631142391898,0.28913962940005644,0.13259782127080816
0.10978999788110852,0.29713009082212016,0.10042391200291387,0.057056874740042986,0.12223949646123028,0.4129960807975035,0.09316595462296794,0.06392720726633873,0.14102792809640144,0.0918770524892073,0.14979341105333374,0.22372227564303687,0.11855652872289714,0.09866689414247029,0.10607741193936737,0.07280797719489325,0.05876427467638386,0.29517475098201074,0.4256779600918664,0.14983475113929495,0.26999507429613234,0.060063747852353334
0.14218742350231167,0.1484110543023001,0.15852018936875253,0.11424192782063156,0.1985250208581718,0.2710448598637191,0.06275803027955637,0.1294025189270296,0.13813754413273333,0.08831385282494975,0.08507118154517102,0.2505433279115282,0.09303058948994627,0.13734232380816605,0.28618973910139556,0.07120448399082266,0.14369578230310626,0.2603074223765979,0.2256723060520085,0.14331133313435576,0.23380446746582165,0.07398741127559447
0.05884925020519195,0.2344271094811757,0.2154232161241172,0.052651131054162185,0.10227072895348382,0.19020456853519221,0.07837759057987245,0.11200727559285134,0.10730993356961899,0.10189177052828374,0.1267188288931127,0.13172102105861475,0.07005247267003367,0.14007018640112584,0.23790535020631223,0.11109809888509917,0.10538022407123762,0.2919153288642067,0.37651257862388354,0.11425651995351915,0.19245911220012143,0.06419719897609939
0.06959828624191453,0.25232392306574347,0.17940446950124594,0.10857755812734632,0.19373212839882525,0.1586348028940017,0.08630822963986351,0.10334610919763215,0.19441338902199984,0.05469659667750551,0.09019309136092421,0.27617415183978566,0.0991594546741437,0.09217209268734554,0.2353026771554493,0.09110284698067048,0.08055243106580236,0.1975708087852725,0.288161849182242,0.0921248053294072,0.1823531083169017,0.08479414115821667
0.05452272889105381,0.14752750879847992,0.16050917551340477,0.14402302414249574,0.11126065513636747,0.37654117670208576,0.11459172413316011,0.13938925830509574,0.2129682266525233,0.06662833687560794,0.09798756203039088,0.27436870554904635,0.05642089370751341,0.07768277972350515,0.14313503047954343,0.13398613028667203,0.08969815170742834,0.1219472397355007,0.4025995658670185,0.11361773647082327,0.23019469343019083,0.09503509789054126
0.08253303307632644,0.2456432697223719,0.08957647406561528,0.10754741778758789,0.12376358325361439,0.33609286540603944,0.10707783046689118,0.12885972112245309,0.11314172788567048,0.12380336164263704,0.11275054632183701,0.10584945660691183,0.10819714019143988,0.10923503285933622,0.23177709404653143,0.1400023123398011,0.09472025405048357,0.20959189779473858,0.368547203148484,0.1285651618080232,0.20908637388138107,0.12488263369633064
0.0888677289689482,0.17355662654385065,0.16725108400487548,0.0888169926206522,0.12350524935542098,0.3612239304297671,0.08560967258978462,0.06516748797327512,0.2551055233390021,0.05827986679251265,0.13736771141863385,0.26516335011295256,0.07689934044350977,0.1412363345616691,0.1787728811308317,0.08534213793027182,0.11005943333606172,0.19087546691199217,0.38293423394991744,0.06183361909233873,0.11245462117637713,0.1151147584881674
0.0771349031773896,0.2264611661187159,0.2235080775156395,0.11432882184423532,0.2298420604232127,0.2138892484526732,0.14865152487929795,0.08117220677955482,0.1906577669496055,0.11031521094663882,0.1484083469199295,0.12577397349468905,0.1297559100637188,0.07106621890056666,0.23024659540829842,0.0736870558974482,0.10156794276964978,0.2688714165479232,0.34684855130432146,0.09099048896962883,0.20250052975406635,0.11209285674784311
0.13287375091519293,0.22670594215217893,0.0960126022854786,0.09582528904915166,0.24920897585308466,0.19091144267603094,0.11057748193568871,0.07484891398144658,0.204878053865516,0.0745349109681321,0.1268273413864518,0.16702377085182837,0.08103619589235737,0.11229665835634828,0.12131860606159815,0.12805255152438616,0.14193919732144172,0.11961651615684893,0.20322863084091206,0.13398022856356173,0.2612807234465679,0.08523749466096545
0.08567533266935892,0.20715493681495167,0.15274944785456052,0.10456167893159349,0.21667375301943193,0.15436339970036458,0.07372267917359945,0.1243946292572677,0.18815254938764564,0.08892956140419765,0.09177667821673338,0.24870165125832155,0.09552201490818012,0.11315602200925205,0.2315690609206072,0.0774806035548136,0.09969634829058302,0.19764822740435561,0.3135080756690815,0.0883832951933044,0.1918479755193916,0.13414475530847597
0.07809345096873807,0.11805795401088166,0.20660596078919335,0.14414648087765253,0.29243450969490836,0.2551762676419791,0.06017824726204038,0.05335324347357794,0.1801526121750652,0.07886937367706999,0.09213570022770701,0.13215197920966165,0.051162053990810065,0.1233113022415281,0.29988274515413327,0.13226143185136785,0.14921580148233127,0.13000973293879686,0.44540092185735247,0.10718722712271865,0.11039131551085368,0.09712871673981646
0.10426960831582485,0.26706049911784757,0.18611529266313068,0.08861026378007743,0.17497411590474082,0.3269753060563899,0.0652859139184332,0.10698896848713166,0.21192806626164357,0.08556727164649491,0.12375823015888915,0.26359340482381244,0.05724468877945589,0.06315676851272597,0.1096424077721112,0.09237382536487629,0.13514249577450957,0.164935185378012,0.43121641994913573,0.10877693608621983,0.2572556398768066,0.14791049380151544
0.06409242249747626,0.16415601299434718,0.1795523611492902,0.14611905638239142,0.15714241725637215,0.2676732135299197,0.07459577283845081,0.12624586857406905,0.1310480491861425,0.12190459051842455,0.07387771457683023,0.26642683559154834,0.08924935564066848,0.12158249646820886,0.2954348368442634,0.11675498992914704,0.07085105143573359,0.24747141547755994,0.1629521207391035,0.06844762531336393,0.1402727564271949,0.11341421382957369
0.13021969807540396,0.13730370207997084,0.18037261259806642,0.14053506419560635,0.27371982563789204,0.28124247660711876,0.06606813732595557,0.13767656367617492,0.13638562609905422,0.0797121715623175,0.06104741131313947,0.20149354675216724,0.09799388347171234,0.1409032520665641,0.1813815921445741,0.05955353138346682,0.1430595214643916,0.19520362587375328,0.19944444471883113,0.08622354416522884,0.15172416697760777,0.06262647415645027
0.057455064367977086,0.10815502831095279,0.1289236726829633,0.06957911347892964,0.14471916770389054,0.4212476083481246,0.06865670240513058,0.08420817487159074,0.2723571242027034,0.10664046402968971,0.08546221576407766,0.10127717434336672,0.11000205481193037,0.0679683108870242,0.27415069006745185,0.1123859324676573,0.06163663978854761,0.17517765702915386,0.18951863203636857,0.08345112887419322,0.13294127068645917,0.1176177562075434
